title,url,emails
Assistance technique en régulation desmarchés publics en faveur de l'ARMP,https://devbusiness.un.org/notices/afdb-p2106926,[]
OCB/MOHSPP/MCHICP/G06-05: Procurement of Clinical and Special Storage Furniture: G-06/05 LOT -1 Clinical Furniture; G-06/05 LOT - 2 General and Special Storage Furniture,https://devbusiness.un.org/notices/adb-p2106945,[]
"YA-P1.1-CW03: Construction of the Women and Children's Branch Hospital of Yan’an University Affiliated Hospital (Alteration of the Rehabilitation and Health Complex Building, excluding Intelligent Information System)",https://devbusiness.un.org/notices/adb-p2106940,[]
ADQUISICIÓN DE UNA SOLUCIÓN LLAVE EN MANO PARA LANDING ZONE BIG DATA EN SUNAT,https://devbusiness.un.org/notices/idb-p2106925,[]
ADQUISICIÓN DE UNA SOLUCIÓN LLAVE EN MANO PARA LANDING ZONE BIG DATA EN SUNAT,https://devbusiness.un.org/node/2106921,[]
INTERNATIONAL CONSULTING FIRM TO CONDUCT A FULL FEASIBILITY STUDY AND DESIGN OF PROGRAMME FOR THE CREATIVE INDUSTRY IN RWANDA,https://devbusiness.un.org/notices/afdb-p2106920,[]
Electrification of Mitondo HSA House at Mitondo Health Post in Chikwawa East Constituency under GESD,https://devbusiness.un.org/notices/wb-p2106906,[]
Renovation of Nkhwangwa Community Day Secondary School Block in Chikwawa South Constituency under GESD,https://devbusiness.un.org/notices/wb-p2106907,[]
Completion of Nkhate Health Post in Chikwawa East Constituency under GESD,https://devbusiness.un.org/notices/wb-p2106908,[]
Renovation of Ndakwera Community Day Secondary School Block in Chikwawa Central Constituency under GESD,https://devbusiness.un.org/notices/wb-p2106909,[]
Study on Cross-Border Livestock Trade Estimation and Trade Facilitation,https://devbusiness.un.org/notices/wb-p2106911,[]
"Legal Consultant, NEOC",https://devbusiness.un.org/notices/wb-p2106912,[]
"Short-Term Consultant (Firm) “To Enhance Public Relations, Media Engagement and Digital Communications on Economic Reforms”",https://devbusiness.un.org/notices/wb-p2106914,[]
Financial Management Specialist,https://devbusiness.un.org/notices/wb-p2106915,[]
"Consultancy firm for design, tender and supervision of substations",https://devbusiness.un.org/notices/wb-p2106918,[]
Management Information System Annual Maintenance,https://devbusiness.un.org/notices/wb-p2106919,[]
Consultants for Baseline Verification (For System Houses and Third Batch of Foam Enterprises),https://devbusiness.un.org/notices/wb-p2106910,[]
MCA-Malawi II: Technical Assistance in Support of the Implementation of the Land Administration Resourcing and Institutions Activity,https://devbusiness.un.org/notices/mcc-p2106930,[]
ACQUISITION OF BILLING METERS AT BORDER POINTS BETWEEN THE NATIONAL OFFICE OF ELECTRICITY AND DRINKING WATER (ONEE) WATER SECTOR AND THE REGIONAL COMPANY THREATENING SERVICES BATCH3: CHICHAOUA & EL HAOUZ,https://devbusiness.un.org/notices/ebrd-p2106904,[]
SUPPLY OF 190 MOTORCYCLES WITH DISPLACEMENT (175-200 CC) NOT LESS THAN 15 HP,https://devbusiness.un.org/notices/afdb-p2106903,[]
Procurement of ICT Equipment,https://devbusiness.un.org/notices/afdb-p2106902,[]
Articulate Storyline Instructional Designer,https://devbusiness.un.org/notices/afdb-p2106900,[]
Developing an Enabling Financial Policy and Regulatory Environment for Women SMEs in Africa,https://devbusiness.un.org/notices/afdb-p2106899,[]
Consulting Services/ External auditor,https://devbusiness.un.org/notices/un-p2106813,[]
"Consultancy Services for conducting the Complete Master Planning feasibility study, preliminary design, detailed design and preparation of bidding documents, and construction supervision for the construction of a new landfill Cell in Dhabeji",https://devbusiness.un.org/notices/wb-p2106579,[]
Southwest State Badmaal Project Coordinator,https://devbusiness.un.org/notices/wb-p2106580,[]
"Contratación del servicio de consultoría para la elaboración de la ingeniería del proyecto ""Mejoramiento y ampliación de los servicios de agua potable, alcantarillado y tratamiento de aguas residuales en el Cercado Sayán, Asociaciones de Vivienda Villa So",https://devbusiness.un.org/notices/wb-p2106581,[]
Development of Liberia Power Development Master Plan,https://devbusiness.un.org/notices/wb-p2106582,[]
Puntland Badmaal Project Coordinator,https://devbusiness.un.org/notices/wb-p2106583,[]
"Contratación del servicio de consultoría para la elaboración de la ingeniería del proyecto ""Mejoramiento y ampliación de los servicios de agua potable, alcantarillado y tratamiento de aguas residuales en el Cercado Sayán, Asociaciones de Vivienda Villa So",https://devbusiness.un.org/notices/wb-p2106584,[]
Especialista en Electromecánica Plantas de Tratamiento de Agua Potable,https://devbusiness.un.org/notices/wb-p2106585,[]
Jubbaland Badmaal Project Coordinator,https://devbusiness.un.org/notices/wb-p2106586,[]
MCA-Indonesia II: Recruitment for Design and Implementation Consultant Services for Female Workforce Development and Job Placement in STEM Fields in Indonesia,https://devbusiness.un.org/notices/mcc-p2106905,[]
"Design and Supervision of the Implementation of Huduma On The Wheels Prototype, Digital Self-Service Kiosk Prototype & User Tutorial Portal",https://devbusiness.un.org/notices/wb-p2106589,[]
Hirshabelle Badmaal Project Coordinator,https://devbusiness.un.org/notices/wb-p2106591,[]
Sélection d’un consultant individuel pour l’élaboration de la note de politique de transport terrestre et des termes de références pour la mise à jour de la stratégie des transports du Sénégal dans le cadre de l'appui institutionnel à la DGTT,https://devbusiness.un.org/notices/wb-p2106574,[]
Consulting Services: Public Relations Representation in Canada,https://devbusiness.un.org/notices/gn-p2106901,[]
Supply and Delivery for 1 Unit of Van Vehicle,https://devbusiness.un.org/notices/wb-p2106595,[]
Servicio de asistencia técnica en gestión operacional y comercial a la EPS SEDACUSCO,https://devbusiness.un.org/notices/wb-p2106575,[]
Galmudug Badmaal Project Coordinator,https://devbusiness.un.org/notices/wb-p2106576,[]
Individual Consultant-Project Manager,https://devbusiness.un.org/notices/wb-p2106577,[]
"Procurement of small machinery for Scientific-Research Institute of Horticulture, Viticulture and Winemaking named after Academician M. Mirzaev",https://devbusiness.un.org/notices/wb-p2106598,[]
Provision of Office Space for Personal Data Protection Office through Leasing for 2 (two) years,https://devbusiness.un.org/notices/wb-p2106597,[]
"Procurement of 11 (eleven) mechanized vehicles for rapid response, a truck crane, a truck mounted tower and dump trucks",https://devbusiness.un.org/notices/wb-p2106596,[]
Agences de paiements pour effectuer quatre paiements aux 22 500 bénéficiaires des phases 12 & 14 des THIMO du projet filets sociaux adaptatifs et d’inclusion économique en 3 lots suivant les zones d’intervention,https://devbusiness.un.org/notices/wb-p2106594,[]
Production of footages/ video documentaries of baseline conditions of facilities to be rehabilitated by project,https://devbusiness.un.org/notices/wb-p2106593,[]
"Procurement of IT Equipment ( Android Tablets, Thermal Printer, Laptops, Desktops, etc.,)",https://devbusiness.un.org/notices/wb-p2106599,[]
Production des films documentaire sur les réalisations de projet CASEF en 5 lots divisibles,https://devbusiness.un.org/notices/wb-p2106604,[]
"Travaux de remise en état des bureaux utilisés par le projet CASEF et préparation de l'enclos de stockage , en 4 lots - UGP CASEF, CER Zone nord, CER Côte Est, CER Vakinkaratra",https://devbusiness.un.org/notices/wb-p2106606,[]
"Construction works of Primary Farmers’ Cooperative Warehouse at Jimma Horo Woreda, Kellem Wollega Zone",https://devbusiness.un.org/notices/wb-p2106600,[]
"Procurement of Irrigation Seeds for Hirshabelle (Maize, Sesame, Cowpeas, Vegetable Seeds)",https://devbusiness.un.org/notices/wb-p2106601,[]
Acquisition de matériels de communication,https://devbusiness.un.org/notices/wb-p2106602,[]
"Travaux d'aménagement du périmètre irrigué d'Antehita Commune Rurale Andalatanosy, District Ambovombe, Région Androy",https://devbusiness.un.org/notices/wb-p2106603,[]
Réhabilitation du local pour le nouveau laboratoire ACSQDA de Tamatave,https://devbusiness.un.org/notices/wb-p2106605,[]
"Procurement of Irrigation Seeds for Southwest (Maize, Sesame, Cowpeas, Vegetable Seeds)",https://devbusiness.un.org/notices/wb-p2106607,[]
"Travaux de construction de maisons pour une quinzaine de ménages Batwa du site de Kagazi en Commune Rugombo, Province Cibitoke",https://devbusiness.un.org/notices/wb-p2106608,[]
General Procurement Notice (GPN),https://devbusiness.un.org/notices/wb-p2106609,[]
Spécialiste régional en infrastructures d’irrigation et de micro-irrigation SOFIA,https://devbusiness.un.org/notices/wb-p2106757,[]
Sélection d'un cabinet chargé de l'assistance technique pour la mise en place du système de suivi des forêts et de traçabilité et la réalisation de l'inventaire forestier national,https://devbusiness.un.org/notices/wb-p2106759,[]
Identification et priorisation des pistes rurales à réhabiliter dans les régions Alaotra Mangoro et Sofia,https://devbusiness.un.org/notices/wb-p2106760,[]
"Recrutement d'un consultant pour la réalisation de la formation du personnel de la DECE sur les procédures d’audit et d’inspection environnementales des activités agropastorales (abattoir, laiterie …etc.) et leurs sous-produits ou déchets.",https://devbusiness.un.org/notices/wb-p2106761,[]
Spécialiste régional en infrastructure d’irrigation et de micro-irrigation Alaotra Mangoro,https://devbusiness.un.org/notices/wb-p2106762,[]
SRIIP/CW5: Reconstruction of Ganir Bridge in Yap State,https://devbusiness.un.org/notices/adb-p2106567,[]
SRIIP/CW4: Reconstruction of Roads in Yap State,https://devbusiness.un.org/notices/adb-p2106566,[]
SRIIP/CW3: Reconstruction of Roads in Chuuk State,https://devbusiness.un.org/notices/adb-p2106565,[]
SRIIP/CW2: Reconstruction of Roads in Pohnpei State,https://devbusiness.un.org/notices/adb-p2106563,[]
SRIIP/CW1: Reconstruction of Roads in Kosrae State,https://devbusiness.un.org/notices/adb-p2106562,[]
RB-CW04-Lot 3: Thakhek Riverbank Protection for Mekong River (Zone B),https://devbusiness.un.org/notices/adb-p2106560,[]
WBGeProcure: Deepening data- driven urban management and land use planning: MSDI Assessment and Roadmap for Itaha,https://devbusiness.un.org/notices/wb-p2106559,[]
WBGeProcure: Study on Different Battery Technologies for Potential Deployment in Energy and Transport application,https://devbusiness.un.org/notices/wb-p2106558,[]
WBGeProcure: Evaluation of Financial Institution's advisory services,https://devbusiness.un.org/notices/wb-p2106556,[]
WBGeProcure: Developing Green Building Materials Data Base in Egypt,https://devbusiness.un.org/notices/wb-p2106555,[]
CANCELLATION- Servicio de hotel para talleres de capacitación sobre uso de datos y mesas de diálogo del Observatorio de Contrataciones Públicas.,https://devbusiness.un.org/notices/wb-p2105056,[]
Selection of International expert to support the Economic Inclusion Program (EIP) in Tajikistan,https://devbusiness.un.org/notices/wb-p2106551,[]
"Estudo de Viabilidade de Fornecimento de Materiais de Referencia pelo INNOQ, IP",https://devbusiness.un.org/notices/wb-p2106549,[]
Morocco: PP6 Works (Agadir),https://devbusiness.un.org/notices/ebrd-p2106548,[]
Recruitment of Occupational and Safety Expert,https://devbusiness.un.org/notices/wb-p2106547,[]
Recrutement d'un Expert en Politique et Règlement du Secteur de l’Engrais (Expert-PRSE),https://devbusiness.un.org/notices/wb-p2106546,[]
Etude de faisabilité et de construction d'un marché interprovincial à Ngouri,https://devbusiness.un.org/notices/wb-p2106545,[]
Contratação de Empresa de Engenharia Civil para construção de 2.700 Cisternas com capacidade para 16000 litros de água,https://devbusiness.un.org/notices/wb-p2106544,[]
Etude de faisabilité pour la construction et reabilitation de réseaux électriques de Moyen et Basse tention - EAGB,https://devbusiness.un.org/notices/wb-p2106542,[]
Recruitment of Social Development Specialist,https://devbusiness.un.org/notices/wb-p2106540,[]
"Consulting Services for the Preparation of Detailed Designs and Technical Specifications for Energy Efficiency Measures and Distributed Solar PV Systems for Public Buildings in Grenada, Saint Lucia and Guyana",https://devbusiness.un.org/notices/wb-p2106539,[]
CS02 Construction Supervision Consultant,https://devbusiness.un.org/notices/adb-p2106538,[]
SUDA/LCIP/QCBS-03 Coastal Zone Spatial Development Plan of Georgia,https://devbusiness.un.org/notices/adb-p2106537,[]
"KEEP, Phase 5 | Decarbonization of Kazakhstan’s Heating Sector",https://devbusiness.un.org/notices/adb-p2106536,[]
CRLIWM/SD 43-47 Resettlement Implementation Non-government Organization (ADB Package No. CRLIWM/LGED/RR/RNGO/SD-01),https://devbusiness.un.org/notices/adb-p2106535,[]
PMO-DI-CS01-5 Yidu Sub-Project - Engineering Design Consulting Services,https://devbusiness.un.org/notices/adb-p2106534,[]
CONSULTANT INDIVIDUEL CHARGE DE L’ELABORATION DES MODES DE GESTION DES INFRASTRUCTURES HYDRO AGRICOLES ET PASTORALES DU PIDACC/BN,https://devbusiness.un.org/notices/afdb-p2106533,[]
Construction of Regional Customer Service Centres,https://devbusiness.un.org/notices/afdb-p2106532,[]
Implementación de las herramientas tecnológicas de soporte del sistema de control fiscal remoto,https://devbusiness.un.org/notices/idb-p2106550,[]
"Adquisición de equipamiento y mobiliario para el proyecto “Mejoramiento de los servicios de Educación Superior Tecnológica del IESTP Santiago Antúnez de Mayolo, del Distrito y provincia de Huancayo, Departamento de Junín”",https://devbusiness.un.org/notices/idb-p2106541,[]
Procurement of agricultural machinery and equipment,https://devbusiness.un.org/notices/un-p2106528,[]
UPDATE- IT Service Management Subscription and Support,https://devbusiness.un.org/notices/aiib-p2100927,[]
UPDATE - Climate Assessment and Green and Smart Logistics Park Planning and Design,https://devbusiness.un.org/notices/aiib-p2106269,[]
Agriculture Portfolio and Research Analyst,https://devbusiness.un.org/notices/afdb-p2106522,[]
1C - TOD Cell for MOHUA Support,https://devbusiness.un.org/notices/adb-p2106521,[]
Recrutement d'un consultant National pour le renforcement des capacités - échanges de connaissances et d'apprentissage,https://devbusiness.un.org/notices/wb-p2106290,[]
Recrutement d'un consultant international pour le renforcement des capacités - échanges de connaissances et d'apprentissage,https://devbusiness.un.org/notices/wb-p2106291,[]
Kyrgyz Republic: Project Implementation Support (Re-Tender),https://devbusiness.un.org/notices/ebrd-p2106519,[]
Recruitment of Environmental Specialist,https://devbusiness.un.org/notices/wb-p2106294,[]
Social Development Specialist,https://devbusiness.un.org/notices/wb-p2106296,[]
Modernización y Optimización de Arquitectura Oracle,https://devbusiness.un.org/notices/bcie-p2106518,[]
Contratação de uma firma para a elaboração do documento de Salvaguardas Sociais e Ambientais,https://devbusiness.un.org/notices/wb-p2106297,[]
Consultancy Services for Security Risk Management (SRMC),https://devbusiness.un.org/notices/wb-p2106298,[]
Junior Financial Management Specialist,https://devbusiness.un.org/notices/wb-p2106299,[]
RECRUTEMENT D’UN CABINET POUR LA REVISION DU CADRE LEGAL ET REGLEMENTAIRE DOMANIAL ET FONCIER DE LA REPUBLIQUE DE DJIBOUTI,https://devbusiness.un.org/notices/wb-p2106300,[]
GENERAL PROCUREMENT NOTICE - Kyrgyz Republic: Bazar-Korgon Water Sub-Project,https://devbusiness.un.org/notices/ebrd-p2106517,[]
Recruitment of Occupational and Safety Expert,https://devbusiness.un.org/notices/wb-p2106309,[]
Réalisation de l'Etude d'Impact Environnemental et Social (EIES) des 6 sections de la RN1 sur environ 700 km de routes bitumées y compris 400 km de routes en terre moderne et 728 km de routes rurales qui y sont liées,https://devbusiness.un.org/notices/wb-p2106310,[]
Development and implementation of SIMple service Modules,https://devbusiness.un.org/notices/wb-p2106312,[]
Recrutement d'un cabinet pour le contrôle/supervision des travaux de Digue de Walia,https://devbusiness.un.org/notices/wb-p2106292,[]
"Adquisición de equipo Ofimático para la Administración Aduanera (Computadoras de escritorio, Computadoras portátiles, impresoras, escáneres y lectores de código de barra, data show, pantallas inteligentes, monitores, tabletas electrónicas)",https://devbusiness.un.org/notices/idb-p2106526,[]
DEVELOPMENT OF 5 YEAR STRATEGIC PLAN 2025-2029 FOR MECCNAR,https://devbusiness.un.org/notices/wb-p2106293,[]
"Inspection de la sécurité routière et l’évaluation de l’accidentalité le long de la Route Nationale RN N° 1, pour le compte du Projet d’Intégration et de Connectivite du sud Niger (PICSN).",https://devbusiness.un.org/notices/wb-p2106313,[]
Réalisation du Plan d'Action de Réinstallation (PAR) des 6 sections de la RN1 sur environ 700 km de routes bitumées y compris 400 km de routes en terre moderne et 728 km de routes rurales qui y sont liées,https://devbusiness.un.org/notices/wb-p2106314,[]
Recrutement d’une ONG pour la mise en œuvre des activités VBG/AES/HS et le PMPP dans les régions de Kayes et Koulikoro,https://devbusiness.un.org/notices/wb-p2106315,[]
Recrutement d'un consultant individuel pour la formation sur la mise à jour du document cadre de la planification urbaine de la ville de N'Djamena,https://devbusiness.un.org/notices/wb-p2106316,[]
Environmental Specialist,https://devbusiness.un.org/notices/wb-p2106295,[]
"Full Feasibility Study, Costing, and Technical Designs for the Ministry of Fisheries and Blue Economy, Federal Government of Somalia - HQ Office in Abdiaziz District, Benadir Region (New Reconstruction)",https://devbusiness.un.org/notices/wb-p2106308,[]
"Recrutement d’une ONG pour la mise en œuvre des activités VBG/AES/HS et le PMPP dans les régions de Sikasso, Ségou et Mopti",https://devbusiness.un.org/notices/wb-p2106307,[]
Monitoring & Evaluation (M&E) Specialist,https://devbusiness.un.org/notices/wb-p2106306,[]
Recrutement d’une ONG pour la mise en œuvre des activités VBG/AES/HS et le PMPP dans les régions du Nord,https://devbusiness.un.org/notices/wb-p2106305,[]
"Consulting Services for the Preparation of Detailed Designs and Technical Specifications for Energy Efficiency Measures and Distributed Solar PV Systems for Public Buildings in Grenada, Saint Lucia and Guyana.",https://devbusiness.un.org/notices/wb-p2106304,[]
"Training of water supply systems operators on Management, Operation and Maintenance of Water Supply Systems",https://devbusiness.un.org/notices/wb-p2106303,[]
Gestión del conocimiento del Instituto Dominicano de Investigaciones Agropecuarias y Forestales (IDIAF),https://devbusiness.un.org/notices/idb-p2106525,[]
Development and implementation of SIMple's Administrative and Financial Modules,https://devbusiness.un.org/notices/wb-p2106302,[]
MCA-Indonesia II: Independent Reviewers Board Members (“Second Level Authority”) for the Bid Challenge System,https://devbusiness.un.org/notices/mcc-p2106286,[]
"Assistants techniques (QUATRE (04)) en gestion des Risques environnementaux et sociaux pour Vatovavy, Fitovinany/Atsimo Atsinanana, Analanjirofo/Atsinanana, et Atsimo Andrefana/Anosy.",https://devbusiness.un.org/notices/wb-p2106301,[]
Sellection of International expert to support the Economic Inclusion Program (EIP) in Tajikistan.,https://devbusiness.un.org/notices/wb-p2106311,[]
Contractor for Upgrading of Substation at TiKoe Industrial Area from 20MVA to 40MVA,https://devbusiness.un.org/notices/wb-p2106327,[]
Procurement of Feed analytical laboratory equipment under APART,https://devbusiness.un.org/notices/wb-p2106326,[]
"Requalification of 9 primary schools in Cabo Delgado, transforming them into Basic Schools",https://devbusiness.un.org/notices/wb-p2106325,[]
"Requalification of 9 primary schools in Cabo Delgado, transforming them into Basic Schools",https://devbusiness.un.org/notices/wb-p2106325,[]
Acquisition et installation des équipements de patissier boulanger,https://devbusiness.un.org/notices/wb-p2106324,[]
"Project Focal Point in Jubaland FMS, Somalia",https://devbusiness.un.org/notices/wb-p2106515,[]
"Adquirir um (1) veículo para realizar o monitoramento em campo e intervenções (remoção de fatores de degradação, enriquecimento. adensamento e etc.) em áreas e regeneração natural em Unidades de Conservação (UC). (SEDAM)",https://devbusiness.un.org/notices/wb-p2106514,[]
Procurement of LSD Vaccine for Large Ruminants,https://devbusiness.un.org/notices/wb-p2106513,[]
Procurement of water pollution measuring devices for the Environmental Monitoring Department,https://devbusiness.un.org/notices/wb-p2106512,[]
Responsable informatique du projet PIC3,https://devbusiness.un.org/notices/wb-p2106511,[]
Audit Environnemental et Social du Projet,https://devbusiness.un.org/notices/afdb-p2106317,[]
Service de gardiennage,https://devbusiness.un.org/notices/wb-p2106323,[]
Execução das Obras do Corredor Aricanduva,https://devbusiness.un.org/notices/wb-p2106322,[]
Fairway Maintenance on Quantity Based Dredging of Majhaua-Ghazipur Stretch (115 km) on National Waterway-1,https://devbusiness.un.org/notices/wb-p2106320,[]
"DISEÑO Y MEJORAMIENTO DE 37 CENTROS EDUCATIVOS EN MUNICIPIOS DE POBREZA MULTIDIMENSIONAL EN LOS DEPARTAMENTOS DE SANTA ANA, SONSONATE, LA LIBERTAD, CUSCATLÁN, CHALATENANGO, LA PAZ Y MORAZÁN",https://devbusiness.un.org/notices/idb-p2106516,[]
Procurement of Galvanized Steel Poles for Medium Voltage (MV) and Low Voltage (LV) Distribution Overhead Lines,https://devbusiness.un.org/notices/wb-p2106319,[]
"Purchase of Ductile Iron Valves, Pipe Fittings, Appendages and Accessories",https://devbusiness.un.org/notices/idb-p2106510,[]
"Upgrade of Data Protection Office IT Systems for Registration, Data Protection Register, Complaints, Compliance and related functions",https://devbusiness.un.org/notices/wb-p2106318,[]
General Procurement Notice (GPN),https://devbusiness.un.org/notices/wb-p2106328,[]
General Procurement Notice (GPN),https://devbusiness.un.org/notices/wb-p2106329,[]
Provision of Cleaning and Utility Services for MCA-Indonesia II Jakarta Office,https://devbusiness.un.org/notices/mcc-p2105378,[]
The Provision of Travel Agent Services for MCA-Indonesia II Jakarta Office,https://devbusiness.un.org/notices/mcc-p2105377,[]
Construction and Completion of the 15.5 km of Upgraded 2-lane National Road on Upolu Island,https://devbusiness.un.org/notices/adb-p2106285,[]
Georgia: Specialised Machinery For Landfill Operation,https://devbusiness.un.org/notices/ebrd-p2106284,[]
Moldova: Individual Consultant- Solid Waste Technical Expert - New Tender,https://devbusiness.un.org/notices/ebrd-p2106282,[]
Mongolia: New Choir-Sainshand Transmission Line And Substations,https://devbusiness.un.org/notices/ebrd-p2106281,[]
"Hiring a Consultant to Support in Preparation of Lot 4 Left Bank Structures bidding documents and assistance during tendering for Rogun Hydropower Plant Project , Tajikistan",https://devbusiness.un.org/notices/isdb-p2106280,[]
Provisión y Montaje Equip. Mobiliario Interior-Exterior Edificio Sede MADES-PRY,https://devbusiness.un.org/notices/un-p2106276,[]
CONSULTANCY SERVICES TO ASSESS THE EFFECTIVENESS OF LICENSED BUYING COMPANIES (LBCs) IN THE INTERNAL MARKETING OF COCOA IN GHANA.,https://devbusiness.un.org/notices/afdb-p2106275,[]
PROVISION OF TECHNICAL ASSISTANCE FOR NCHADS-SI HIV PROGRAM,https://devbusiness.un.org/notices/gn-p2106283,[]
CONSULTANCY SERVICES FOR ASSESSMENT OF THE EFFECTIVENESS OF PRODUCTIVITY IMPROVEMENT PROGRAMS IN GHANA’S COCOA SECTOR,https://devbusiness.un.org/notices/afdb-p2106273,[]
"Expert Technique devant appuyer l’Unité de Conseil et de Coordination du Partenariat Public Privé, « UC-PPP » au Ministère du Plan",https://devbusiness.un.org/notices/afdb-p2106271,[]
Spécialiste en ingénierie juridique dans la mise en place des Partenariats Public-Privé devant appuyer l’Unité de Conseil et de Coordination du Partenariat Public-Privé « UC-PPP » au sein du Ministère du Plan,https://devbusiness.un.org/notices/afdb-p2106270,[]
"BEO: Apoyar al Ministerio de Justicia y Transparencia Institucional para la construcción colectiva del enfoque de cuidados en Bolivia, enmarcado en la Convención Interamericana sobre la Protección de Derechos Humanos de las Personas Mayores",https://devbusiness.un.org/notices/idb-p2106268,[]
UPDATE- Improvement of Roads Within Imphal City with Rigid Pavement Including Concrete Lined Drains,https://devbusiness.un.org/notices/aiib-p2098583,[]
"ACTUALIZADO- ADQUISICIÓN DE EQUIPAMIENTO Y MOBILIARIO PARA EL PROYECTO “MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SUPERIOR TECNOLÓGICA DEL IEST 4 DE JUNIO DE 1821, DISTRITO DE JAÉN, PROVINCIA DE JAEN, DEPARTAMENTO DE CAJAMARCA”",https://devbusiness.un.org/notices/idb-p2089558,[]
ACTUALIZADO - CONSTRUCCIÓN PARQUE URBANO DEL BICENTENARIO BARRIO LOS OLMOS,https://devbusiness.un.org/notices/idb-p2096072,[]
UPDATE - DESIGN BUILD SERVICES FOR THE REFURBISHMENT OF PLANT AND EQUIPMENT AT THE NORTH OROPOUCHE WATER TREATMENT PLANT,https://devbusiness.un.org/notices/idb-p2096886,[]
Audit comptable et Financier du Projet de Digitalisation des Paiements Gouvernementaux des Pays de l’Union du Fleuve Mano-UFM (DiGiGov) – Exercices allant de juillet 2023 à juin 2024 et de juillet 2024 à juin 2025,https://devbusiness.un.org/notices/afdb-p2106266,[]
